Filename,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
28.wav,-580.8789,115.22364,15.318973,31.279287,17.988214,5.256765,-5.390493,6.711666,2.7734196,2.7966244,-2.8782647,-0.38188544,-5.3677745,125.012856,84.077866,24.145555,26.235401,20.91696,12.164499,15.651846,9.862374,8.668188,8.708022,7.5956235,10.063101,9.008025
30.wav,-580.95056,115.4417,15.418888,31.41444,17.996742,5.303187,-5.3830495,6.772942,2.7727258,2.835827,-2.9223614,-0.41372496,-5.4157624,125.01454,83.91506,24.074612,26.121923,20.833368,12.171346,15.7371855,9.787956,8.637162,8.7512455,7.612542,10.058934,9.00079
36.wav,-572.7886,111.368324,10.172045,26.96257,13.83109,3.151526,-5.6022267,5.504691,-2.4889097,0.391467,-5.616608,4.1381536,-1.6040581,128.1608,82.202934,33.284805,18.766754,13.804071,12.640682,12.723204,10.60043,9.021395,9.876261,10.437687,9.282254,8.263548
9.wav,-598.7486,109.433556,20.036419,24.895813,19.323107,9.383337,-7.663574,4.7748847,1.6926819,1.4360453,0.41432124,0.34295708,-6.313865,124.350845,86.81732,20.377861,19.933426,18.268124,12.4606495,15.253509,9.8250885,9.455122,9.935232,6.739247,9.231262,11.57796
16.wav,-547.26984,108.96307,16.37278,28.410503,11.1287,-2.526328,-4.5372987,6.2660947,-2.979559,3.482055,-5.1723,7.6186976,1.2293593,118.10848,72.30761,26.735168,19.858885,17.156792,12.323198,14.942352,13.315815,8.8432045,8.530368,10.291992,8.748182,9.09133
60.wav,-579.9466,102.17669,19.431152,25.416016,14.563435,2.2032924,-3.4830763,2.1486247,-0.9162291,1.8479402,-2.4439037,3.363802,-0.09940307,117.62262,81.52671,22.707884,21.043932,17.348385,13.42561,14.791536,10.39451,10.393872,7.90576,7.7321696,7.558921,7.2193375
43.wav,-575.1469,97.39114,20.697716,24.277632,13.720978,9.58144,0.53919905,-0.6203381,-7.5445976,5.0135446,-3.442606,2.7479844,-3.91676,114.34163,77.879265,19.620703,21.734388,16.328743,15.882722,11.26817,11.134134,11.903359,8.338116,10.544293,8.291766,7.473996
21.wav,-578.5754,102.40956,9.230613,19.63813,14.14076,7.4870024,-2.7825966,4.5760074,-0.97229725,2.5482554,-4.2794843,4.0149727,0.20070243,131.52892,86.0482,25.233631,19.20976,18.453918,10.979427,12.927972,9.688893,9.138345,7.0332174,9.29673,7.2630434,7.6318445
52.wav,-595.7266,79.38215,26.736338,28.798658,11.890101,3.51366,0.8984176,4.381874,-0.26122844,8.455146,-4.095913,2.1245694,-6.250653,103.90773,71.3667,23.926098,19.78755,17.346758,16.372082,12.324812,8.396354,5.967009,6.7442856,6.4302464,5.9103675,9.873052
73.wav,-557.29065,103.20058,21.88441,23.696764,14.325085,2.0169163,-5.7633557,0.13221918,-5.3299103,0.613269,-7.5774946,3.5643003,-0.6387248,129.96446,89.63654,19.735312,20.409847,15.831688,11.818622,14.520741,9.895144,13.452278,10.881759,10.655588,7.060822,7.3274364
54.wav,-595.73444,79.5565,26.819607,28.799715,11.9669285,3.5750349,0.9822533,4.415467,-0.14446524,8.44482,-4.02029,2.1195223,-6.2425156,103.940674,71.29128,23.966959,19.78362,17.333008,16.404264,12.471946,8.4845495,5.9553165,6.714929,6.3861227,5.9255996,9.901033
40.wav,-567.46185,105.15253,16.350082,27.153976,6.366155,-0.7876979,-1.8449473,6.2415657,-6.4402623,2.2777278,-2.5785685,8.433333,-1.8172773,121.13899,77.61134,27.636333,20.766861,16.258722,16.872225,15.143412,11.346399,9.153979,9.534265,8.74924,10.160844,8.207367
22.wav,-568.1761,104.5737,22.195463,28.4064,4.6795883,-0.15459295,0.8457595,7.1368756,-6.147668,5.060907,-2.8450754,6.2768345,-4.017863,119.63968,79.740746,35.11061,22.054771,18.244877,16.892773,9.408424,8.033839,9.977923,7.024752,8.329836,8.591717,8.124857
70.wav,-562.9509,110.89288,17.609179,19.66692,12.168729,-4.898424,-3.1587203,6.5761704,2.523312,-0.4382698,-0.7873021,3.736452,0.61043423,119.3006,85.70297,21.275707,17.34096,20.70501,17.644966,13.570176,10.16752,7.7856617,8.905485,7.2990766,8.306489,10.729147
24.wav,-568.0279,104.27117,22.095673,28.189466,4.7124496,-0.27873155,0.8389304,7.0284977,-6.114762,4.9801545,-2.8038282,6.2258663,-4.0089264,119.629425,79.98571,35.120853,22.129835,18.17049,16.79192,9.361942,8.049522,9.969763,7.0226717,8.282494,8.553652,8.10565
69.wav,-574.13574,109.215546,19.94918,25.255009,16.742579,3.2949426,-3.6760237,2.866603,1.1467369,0.9863007,4.1930504,2.0824375,-4.8731613,114.60218,81.616615,21.201557,19.222435,15.097243,9.957109,13.543004,8.840264,7.9680295,8.227966,6.3696923,7.4289584,9.40859
12.wav,-577.4773,93.634514,13.871762,27.098635,10.5344095,2.8754938,-3.7117383,5.6366887,-6.3200393,6.899701,-4.1876793,9.183919,-4.409152,121.860565,76.47634,21.79292,15.9044895,14.396259,14.228104,14.050792,8.797133,8.001978,9.344605,8.0131035,7.306709,8.690831
6.wav,-571.3218,90.03426,12.749698,26.016369,13.284025,2.3793693,-0.99656713,2.5102332,-4.857919,6.6684346,-1.4524935,3.4135747,-4.5799475,118.181526,78.261505,24.046669,18.121689,19.14693,11.737005,13.225931,9.388691,7.709651,8.01938,8.102484,8.06032,11.1149435
58.wav,-579.7383,102.26039,19.588541,25.515146,14.657566,2.2649465,-3.4305546,2.2000835,-0.8677116,1.8718303,-2.4694598,3.3732285,-0.090793215,117.4084,81.41157,22.754965,20.944202,17.326408,13.412157,14.731549,10.386362,10.371592,7.946664,7.6889553,7.5173516,7.2172
31.wav,-578.64435,112.93167,20.492317,30.74619,16.78191,1.7356075,-8.404537,4.048919,0.09308987,0.42422035,-1.6711787,2.6428535,-1.5992179,114.978424,78.47276,29.03708,17.910004,19.896963,16.570633,14.531012,12.017936,9.416274,8.717365,7.741896,7.177808,8.126051
46.wav,-560.5182,113.55874,20.153412,28.793362,13.650432,1.5377266,-3.943296,6.191472,-4.39848,1.5150368,-5.1797605,6.7255983,-0.8265274,120.777084,82.9048,20.477882,21.87307,17.217043,11.441713,12.348806,9.974865,10.446534,8.592546,8.264594,7.502624,6.9931383
90.wav,-586.568,106.48292,18.217472,28.1419,24.543882,8.362783,-9.105881,-1.6425844,2.0397208,2.5939672,-0.4069906,1.8766208,-2.9678543,113.61226,79.650734,19.479446,21.37232,22.492287,9.969169,18.372742,11.105163,7.3385367,7.948306,7.5544424,7.9232903,8.417084
3.wav,-590.4673,96.22802,17.591095,28.047394,7.6918764,-0.3040743,-1.3634312,6.5710735,-4.7687182,6.657294,-2.6688926,4.1294723,-1.0850228,125.102646,79.470604,26.37289,20.025465,15.369937,14.276098,11.0675535,9.676616,8.0198765,7.273165,7.432515,7.4042735,6.6694565
85.wav,-566.81696,97.29479,19.346296,31.327345,7.561306,3.5255103,-3.1306424,4.2143006,-10.335377,5.607689,-6.382154,7.527286,-3.5521045,114.9669,73.24809,22.563698,21.645319,17.715553,14.611343,13.513177,10.415985,11.163941,7.897037,8.757181,7.8901663,7.9831586
55.wav,-582.87213,121.71922,20.115793,34.955235,22.904455,8.493624,-13.506989,3.6991959,0.2625051,-2.8365686,-4.569731,3.013492,-1.9792813,119.53616,79.309105,25.747091,22.052006,22.152092,12.163517,18.07525,9.527145,9.349276,11.008443,8.452296,7.8842926,8.345793
91.wav,-594.09656,103.78636,22.270805,23.350746,6.0696607,5.731969,0.12248938,6.882192,-5.7401323,0.90276045,-4.191177,3.8153548,-1.7932178,125.4536,83.12823,23.373035,18.335342,17.88583,13.437209,12.256211,11.382432,9.782216,10.551211,8.173992,9.386063,7.7651467
64.wav,-556.36005,111.16358,23.97996,23.081152,3.6405935,-1.0099244,2.2284384,3.7482817,-5.390105,3.8142498,-1.6515663,5.407419,-5.386593,110.923584,80.31817,35.270718,19.807878,18.41082,19.14367,10.114384,9.457558,7.5131226,9.079406,6.915133,10.22255,9.553521
48.wav,-560.8141,113.67759,20.064472,28.876001,13.559863,1.5621454,-4.0269537,6.235475,-4.4396725,1.5355753,-5.2087483,6.790542,-0.8140079,121.03889,82.91075,20.436785,21.885475,17.172047,11.427606,12.387349,10.027047,10.488678,8.584066,8.214515,7.5498753,7.0264277
100.wav,-578.72174,108.549736,16.582935,26.457928,9.1667185,4.0328712,-4.1809974,5.127524,-3.758805,6.8981853,-4.5115237,5.2104836,-4.8118763,139.90195,88.550896,18.275635,23.901197,13.978467,12.204915,13.200018,10.894347,10.39946,9.751346,8.623077,7.6125093,9.524892
79.wav,-590.4624,104.676895,20.540895,28.700424,15.571289,4.5277433,-5.3655505,6.58406,2.8972201,-1.7831613,-0.41183338,5.0014615,0.018732969,108.30787,77.94465,27.263138,21.200188,20.897367,15.036863,15.312152,10.895965,7.7730517,9.095806,8.000021,8.796801,8.658547
97.wav,-582.21967,97.46494,11.937352,26.502724,20.031578,0.8899706,-3.8716156,4.6264687,3.893914,4.7583175,1.536083,0.18625475,-3.8135111,118.45254,82.51664,24.613317,22.649216,22.429237,15.639816,14.905089,7.774692,6.49546,6.7801085,7.5420976,7.364353,10.166864
82.wav,-584.0206,105.28204,17.33712,27.09527,24.279474,9.306887,-9.944401,0.9178343,4.7885203,2.6979508,-1.7938421,0.87972146,0.6417556,121.282196,83.10406,29.297657,20.37173,21.136118,11.535015,19.15546,10.9537,6.6348667,7.713653,7.94455,9.506639,7.650033
67.wav,-574.2138,109.47865,20.110312,25.491459,16.826855,3.4355032,-3.6377523,2.9850695,1.2730504,1.1402597,4.244472,2.1456163,-4.7984967,114.60087,81.43769,21.231548,19.090029,14.969806,9.9792385,13.558145,8.847598,8.004069,8.2644005,6.2985587,7.412347,9.442905
99.wav,-582.2502,97.55068,12.115913,26.646112,20.067226,0.9639962,-3.7975829,4.577846,3.7957134,4.7137737,1.5230995,0.21842913,-3.75864,118.38942,82.36145,24.715979,22.605389,22.436804,15.69651,14.873296,7.769187,6.533442,6.8599215,7.5831466,7.3899946,10.184685
148.wav,-407.31464,131.20494,-3.9890928,10.830707,35.168823,11.674355,-8.969941,-7.2381806,5.257164,2.8048086,-12.356557,-8.137374,0.47725353,106.9558,76.53136,34.004253,17.308558,25.043444,12.07871,11.830133,9.363247,10.2994,8.028606,10.803677,12.07242,8.30148
133.wav,-372.25903,142.179,-4.9870553,13.309437,38.627697,6.0632496,-14.664778,-4.8551383,2.329661,-5.55942,-5.8663964,-2.9630694,-5.3353086,108.707016,76.99658,27.626154,19.033813,26.112492,14.527661,12.075913,10.90288,13.424777,8.322303,9.466602,8.870542,11.479499
96.wav,-566.4061,113.80936,26.494656,21.80262,8.850754,3.5801556,-1.1664704,1.8098705,-5.317292,3.3033824,-2.4528844,2.3123798,-3.0176785,119.80212,86.62282,26.936466,22.080645,15.19129,12.430766,13.670336,9.883165,11.680618,9.747733,8.396155,8.303478,7.734326
150.wav,-407.3696,132.08078,-3.9721537,11.032012,35.28694,11.655775,-8.923908,-7.1543303,5.378418,2.8567312,-12.2974825,-7.95609,0.53852254,106.45936,76.0036,34.154274,17.231083,25.028784,12.085839,11.905763,9.490923,10.458745,8.028104,10.938776,12.380771,8.244063
93.wav,-594.1366,103.882225,22.142342,23.225113,5.9490337,5.775531,0.13159935,6.935096,-5.7754083,0.92664206,-4.202508,3.8548388,-1.7970794,125.68231,83.222435,23.361078,18.275274,17.965343,13.459458,12.257093,11.370938,9.735365,10.553032,8.113603,9.367539,7.807935
151.wav,-393.42218,141.05731,-14.729111,10.229657,39.21984,9.148714,-19.584814,-10.793021,1.6013426,2.4610345,-5.308295,-8.492104,2.2888582,109.82502,74.627144,22.952127,20.9351,24.62053,14.02504,13.1615505,13.114583,11.663776,7.6429577,7.4788857,13.643026,8.564031
121.wav,-397.26477,154.17448,-19.280235,8.882475,39.1128,9.16818,-9.163727,-15.187664,-2.8397503,10.084353,-5.308492,-12.608022,-3.4582465,116.32016,78.165184,23.954716,21.62458,22.975494,12.745054,10.03061,14.954207,13.034514,8.787862,7.956245,10.991673,8.737703
144.wav,-391.188,163.88316,-18.909441,6.1266756,40.948185,15.111156,-10.573302,-16.131683,1.7463555,15.387745,-10.017865,-7.1247077,0.065339364,124.746574,78.61318,30.173607,21.373339,22.028822,12.209524,12.747845,13.288877,14.890409,11.409753,11.392624,9.4631,8.502568
153.wav,-392.75693,141.542,-14.62725,10.2044325,39.35412,9.222655,-19.69445,-10.871961,1.6964903,2.5045645,-5.4184437,-8.626698,2.1851358,108.857346,73.87493,22.977146,20.94346,24.451134,14.033931,13.068269,13.074382,11.682123,7.6867504,7.462544,13.620947,8.565365
18.wav,-547.55255,109.17808,16.31564,28.51571,11.071221,-2.45482,-4.571135,6.3363295,-2.9916286,3.5875754,-5.171529,7.6898894,1.2338797,118.38613,72.291435,26.72375,19.869804,17.142605,12.328141,14.961226,13.398231,8.918507,8.49309,10.348964,8.766909,9.134053
78.wav,-569.75085,104.9811,21.806572,34.3537,11.186126,2.2761028,-6.2620654,5.7468514,-7.581585,0.48970258,-9.551689,4.799835,-2.1804326,115.5157,74.0921,22.956469,21.680046,18.87388,14.845316,13.391823,9.272884,11.496783,9.219339,10.37397,8.543292,8.739014
76.wav,-569.9826,105.05986,21.58645,34.468857,11.082143,2.340732,-6.378023,5.8068,-7.6959677,0.49615744,-9.623384,4.893768,-2.1764295,115.91531,74.22713,22.892523,21.703365,18.818867,14.861647,13.4271345,9.336607,11.525053,9.208489,10.42223,8.561781,8.7372675
117.wav,-564.7319,117.42103,13.333635,29.21765,19.402348,-0.1942266,-12.047534,1.4077442,2.5266988,-0.06665604,-4.889932,-0.54408157,-3.552044,122.405785,83.4366,29.628633,22.64061,23.123215,15.766715,16.989895,12.2198105,7.073,8.723984,9.153124,7.842284,7.8296714
139.wav,-411.475,146.09036,-13.987135,13.845865,51.681282,9.821151,-21.018946,-8.776731,6.2630343,-3.230196,-13.022683,-2.1166239,3.7966914,101.58439,69.93739,26.896456,19.546347,26.938473,9.704898,12.904046,11.973813,10.467909,8.971938,11.49176,8.215501,8.3400135
49.wav,-555.0053,120.346176,21.971401,26.690361,10.547069,5.8875155,-4.8648233,1.5342245,-7.321259,7.2456527,-3.8594375,7.381725,-5.6166887,122.42842,82.54046,21.522305,20.40663,18.874727,14.412262,11.574449,10.414894,10.012922,7.6844273,9.220053,8.381073,9.158745
39.wav,-560.703,130.62785,26.750929,27.280464,12.337187,2.8449197,-5.305948,2.2169454,-1.7237594,1.7353708,1.2710404,3.3283577,-4.5194616,110.30856,78.15157,25.215336,20.640764,15.543061,14.231082,12.974399,10.103992,10.356882,8.397908,6.496126,7.195536,9.116006
63.wav,-534.21906,114.04732,6.5973315,28.526352,7.2994323,-3.060138,-6.949701,5.682236,-9.045781,1.8783189,-9.272317,13.057564,0.7175261,127.166824,76.412796,24.58633,21.44067,14.914228,12.755474,12.918338,9.090217,10.644866,9.334204,10.705502,9.649929,7.3392806
118.wav,-569.1862,115.94532,23.325241,36.583473,17.326204,-1.6431961,-6.1372256,8.191889,2.9801104,1.2287835,-2.7940733,2.3757336,-3.4865217,109.88155,76.18577,26.704884,24.85177,21.97386,16.375208,18.511131,9.433459,13.500439,11.21951,9.795893,8.9805155,6.917911
129.wav,-356.3085,154.69664,-13.782247,17.229149,43.601727,16.696198,-5.2690997,-21.796478,-2.0068762,13.471366,-12.804262,-14.715245,1.6290233,112.083626,73.34558,26.813778,15.510527,26.04332,15.469692,12.0104885,16.38599,12.710253,9.460008,10.379179,11.188411,8.296413
126.wav,-371.6832,137.56662,-17.876293,29.400366,33.409344,8.938632,-6.4805713,-16.031595,3.6345403,2.4333797,-9.253469,-6.771256,-8.315513,109.5299,70.31407,32.712654,28.541609,26.70359,14.5134325,12.699486,15.075434,11.300195,8.666167,9.105466,10.056649,12.215695
111.wav,-545.38885,100.23379,18.249111,22.477772,12.485456,2.1562295,-0.044140805,2.803359,-4.596518,-0.07003675,-1.592777,2.888172,-1.9021767,112.737465,78.38458,23.910917,20.574654,17.198748,14.8021965,13.62771,12.111595,12.710192,8.025295,9.881767,7.185693,8.450133
102.wav,-579.0734,108.53181,16.41711,26.413408,9.020298,3.9991505,-4.3366747,5.094732,-3.8291461,6.902228,-4.528098,5.222138,-4.8368855,140.32678,88.69708,18.251257,23.967714,13.976546,12.239685,13.205055,10.885703,10.383184,9.7829275,8.6144,7.5758476,9.472682
120.wav,-569.24567,116.029305,23.354914,36.63475,17.36422,-1.6089096,-6.1072087,8.22,2.9623733,1.2333486,-2.8098185,2.3697581,-3.5132391,109.85186,76.0242,26.636335,24.79328,21.974262,16.420462,18.543236,9.477532,13.523222,11.202917,9.808812,8.951854,6.9352427
37.wav,-560.61115,130.70499,26.857395,27.400135,12.494363,2.9700904,-5.2149386,2.2910423,-1.6544913,1.8046547,1.3113304,3.3336887,-4.5264688,110.20444,78.04635,25.121233,20.533085,15.464155,14.282461,13.060824,10.154772,10.410656,8.435526,6.5507216,7.200781,9.108396
114.wav,-513.25543,128.81233,0.23434748,17.602835,15.375433,-0.8030501,-5.874076,1.6669651,-0.21136868,-0.13414262,-6.3336153,3.6389272,-1.4523675,132.15,89.739624,38.09032,17.218641,18.319044,14.962714,13.495427,11.157119,11.703496,12.5939865,12.889394,10.277567,8.439992
154.wav,-400.8253,177.80911,11.111538,8.642621,30.334166,3.2871497,-14.439144,2.6912866,6.6792684,-5.3896575,-0.27048752,6.530064,-2.3048785,89.09678,70.449936,17.443104,18.629082,19.441769,8.967284,11.772832,10.267284,9.441113,8.72444,8.104725,7.0771465,7.7410603
10.wav,-577.569,93.78116,13.912977,27.240541,10.5281,2.8927193,-3.7804556,5.6839013,-6.3105507,6.955476,-4.1816163,9.240267,-4.3576965,122.042694,76.51126,21.880808,15.933849,14.317897,14.207352,14.037134,8.789259,7.9727287,9.353802,8.039265,7.3904934,8.677361
159.wav,-356.1988,137.1009,-10.508162,5.1103396,27.061716,6.0550256,-5.876616,-12.277977,-9.647616,9.017089,1.0259746,-15.758202,-9.572549,114.412186,80.08593,32.237736,21.435242,23.745825,14.26297,13.152768,11.602034,14.567996,11.7919035,7.479373,13.936118,11.393677
103.wav,-588.11835,111.29281,18.976582,35.46897,15.602407,2.190522,-6.6312256,10.178159,4.0449634,1.4634858,-4.7937183,5.191828,1.0538797,123.356285,81.31112,25.234034,22.025564,18.665321,16.738333,16.415361,10.605164,6.858103,8.69495,10.176257,9.613744,9.110908
127.wav,-356.60208,154.87251,-13.932202,17.276745,43.614258,16.671326,-5.1885424,-21.773418,-2.0040257,13.510016,-12.8098345,-14.642855,1.7215697,112.33846,73.54497,26.917458,15.588866,26.130844,15.521627,12.065396,16.456213,12.789108,9.464683,10.449428,11.243919,8.244136
145.wav,-353.9414,162.14351,-16.377861,6.5099473,44.542492,5.8868957,-22.412136,-4.125577,11.53257,0.0075927917,-11.04972,-2.3892534,3.4086642,95.47671,67.5766,31.160658,21.850353,23.831558,13.683965,16.794746,11.372453,10.585394,8.472107,10.267139,9.764785,9.785069
14.wav,436.61542,106.13038,9.100804,20.421896,14.202853,7.6820683,-3.2214684,0.45994058,-2.3355017,2.2654338,-1.1754547,1.6227254,-1.1408967,129.98726,84.56887,27.532589,18.941174,17.542048,10.8865,12.919179,12.868743,12.298878,9.722923,8.175035,10.019154,8.044418
147.wav,-356.44586,163.72076,-17.412128,6.6178765,44.60037,5.6080103,-22.390009,-4.0715694,11.4372,0.064329214,-10.992668,-2.3904927,3.3869233,97.07605,68.44248,31.27551,22.162441,24.030865,13.694148,16.756138,11.4462595,10.650376,8.4684305,10.280858,9.8144245,9.786365
163.wav,-359.76892,154.76918,-9.12037,5.649851,34.197704,10.956982,-13.218534,-14.168,0.6564595,7.170123,-8.357354,-16.447266,1.5092615,117.942665,79.61159,34.332794,21.904163,22.853773,16.511093,12.907318,13.061877,11.617164,8.553681,10.869982,13.190161,9.558993
44.wav,446.5828,97.39109,20.697613,24.27757,13.720946,9.58141,0.5391861,-0.62033486,-7.5446467,5.0134516,-3.442644,2.7479608,-3.9168622,114.34165,77.879364,19.620695,21.734385,16.328775,15.882747,11.268204,11.134113,11.903293,8.338102,10.544263,8.2917385,7.4739294
29.wav,440.85074,115.22352,15.318938,31.279243,17.988184,5.2566986,-5.3906446,6.7115116,2.7732487,2.7965417,-2.8783352,-0.38201398,-5.3679333,125.01291,84.07798,24.145645,26.23553,20.916933,12.164546,15.65173,9.862436,8.668162,8.708061,7.595538,10.063046,9.007952
38.wav,461.11856,130.70491,26.857294,27.400127,12.494412,2.9700181,-5.214968,2.2909696,-1.6545634,1.8046544,1.311294,3.3336103,-4.5265613,110.20451,78.04648,25.121271,20.533129,15.464211,14.282452,13.060774,10.154765,10.410621,8.435532,6.5506773,7.200783,9.108343
62.wav,487.4902,113.81535,6.4093356,28.383545,7.3107176,-3.163761,-7.001411,5.575505,-9.063411,1.7938533,-9.282415,12.959697,0.6661619,127.290596,76.639725,24.486883,21.512806,14.902509,12.703925,12.855963,9.123861,10.605694,9.363278,10.705381,9.715069,7.3534737
5.wav,450.00577,90.05637,12.58038,26.03413,13.175819,2.3411996,-1.1085317,2.47916,-4.901481,6.6429,-1.4868321,3.3898897,-4.6644125,118.58637,78.4056,24.026358,18.145185,19.14325,11.763368,13.216925,9.470567,7.7651596,7.9968324,8.100173,8.05152,11.134299
101.wav,443.00793,108.549675,16.582819,26.457886,9.166636,4.0327,-4.1810994,5.127392,-3.758891,6.8980794,-4.5116405,5.2103596,-4.8119674,139.90201,88.55108,18.275639,23.901247,13.978468,12.204885,13.19987,10.894329,10.399396,9.751377,8.62298,7.612596,9.524817
74.wav,464.4388,103.20038,21.884174,23.696526,14.324815,2.0166574,-5.763514,0.13202299,-5.3301997,0.6129999,-7.577759,3.5641026,-0.6388896,129.96468,89.63679,19.735409,20.409973,15.831834,11.818528,14.52062,9.8950615,13.452135,10.88167,10.65535,7.0608897,7.3274217
32.wav,443.0854,112.93164,20.492306,30.746191,16.781927,1.7356318,-8.404479,4.0489593,0.09307511,0.4242206,-1.6710978,2.6428394,-1.599252,114.97841,78.47282,29.037048,17.910006,19.896963,16.570618,14.531011,12.017907,9.416208,8.717366,7.7419343,7.177831,8.126011
17.wav,474.4599,108.96308,16.372759,28.410446,11.128639,-2.5263171,-4.5373116,6.266087,-2.9795907,3.482007,-5.172269,7.6186366,1.2292717,118.10852,72.30764,26.735199,19.858942,17.156776,12.323166,14.942381,13.315825,8.843198,8.530334,10.291993,8.748217,9.091311
89.wav,434.6591,106.44513,17.896217,28.06117,24.23958,8.2723465,-9.338934,-1.6458328,1.9435451,2.6242776,-0.48681137,1.8605286,-3.0548673,114.05163,79.93891,19.567297,21.497261,22.53079,9.995249,18.288488,11.137251,7.356116,7.943519,7.571971,7.943779,8.431781
2.wav,431.2574,95.99856,17.451817,27.88881,7.6303997,-0.3905822,-1.3860203,6.554311,-4.724947,6.6623526,-2.6583924,4.070258,-1.0705565,125.25932,79.7586,26.351175,20.156443,15.487861,14.189558,10.956597,9.716381,8.049311,7.289756,7.4741526,7.411099,6.6461453
183.wav,-407.72345,153.58287,-23.138533,6.354607,46.186512,14.743043,-17.93917,-15.973848,7.467529,5.582383,-11.842323,-7.118638,-0.69758135,127.08177,84.71164,31.610167,20.932493,27.065022,13.431257,14.050546,15.357005,12.029195,9.458934,9.463473,9.638807,8.987591
190.wav,-447.6136,157.79987,11.631866,9.299407,21.450504,2.642968,-12.8240595,1.8708931,9.785855,-3.7262259,-0.89821154,4.576591,-3.9353466,110.160675,83.680305,21.41255,17.934532,16.625689,5.921827,10.881435,9.038815,9.646567,9.848172,7.836738,6.7131925,8.929744
192.wav,-448.8064,159.32822,11.270821,9.686467,21.484901,2.559142,-12.902556,1.8172048,9.887433,-3.6957836,-0.95140433,4.6031756,-4.033535,110.62801,83.30958,21.326767,18.04124,16.57589,5.988533,10.819885,9.087657,9.606535,9.910663,7.8685403,6.6471763,8.919056
47.wav,461.21146,113.55867,20.153353,28.793268,13.650365,1.5376375,-3.9433494,6.1913724,-4.3985205,1.515017,-5.1797924,6.7254953,-0.82667553,120.77715,82.90493,20.47792,21.87314,17.217075,11.441647,12.348677,9.974852,10.446483,8.592581,8.264547,7.502736,6.9930935
